CodMun;Regiao;UF;Cod UF;Mun;Populacao;Faixa_pop
4123907;4 - Sul;PR;41;Santa Mariana;11622;3 - 10001 até 20000
4123956;4 - Sul;PR;41;Santa Mônica;4017;1 - Até 5000
4124004;4 - Sul;PR;41;Santana do Itararé;4954;1 - Até 5000
4124020;4 - Sul;PR;41;Santa Tereza do Oeste;10096;3 - 10001 até 20000
4124053;4 - Sul;PR;41;Santa Terezinha de Itaipu;23699;4 - 20001 até 50000
4124103;4 - Sul;PR;41;Santo Antônio da Platina;46251;4 - 20001 até 50000
4124202;4 - Sul;PR;41;Santo Antônio do Caiuá;2626;1 - Até 5000
4124301;4 - Sul;PR;41;Santo Antônio do Paraíso;2068;1 - Até 5000
4124400;4 - Sul;PR;41;Santo Antônio do Sudoeste;20261;4 - 20001 até 50000
4124509;4 - Sul;PR;41;Santo Inácio;5416;2 - 5001 até 10000
4124608;4 - Sul;PR;41;São Carlos do Ivaí;6920;2 - 5001 até 10000
4124707;4 - Sul;PR;41;São Jerônimo da Serra;11128;3 - 10001 até 20000
4124806;4 - Sul;PR;41;São João;10181;3 - 10001 até 20000
4124905;4 - Sul;PR;41;São João do Caiuá;5837;2 - 5001 até 10000
4125001;4 - Sul;PR;41;São João do Ivaí;10056;3 - 10001 até 20000
4125100;4 - Sul;PR;41;São João do Triunfo;15241;3 - 10001 até 20000
4125209;4 - Sul;PR;41;São Jorge dOeste;9028;2 - 5001 até 10000
4125308;4 - Sul;PR;41;São Jorge do Ivaí;5543;2 - 5001 até 10000
4125357;4 - Sul;PR;41;São Jorge do Patrocínio;5586;2 - 5001 até 10000
4125407;4 - Sul;PR;41;São José da Boa Vista;6160;2 - 5001 até 10000
4125456;4 - Sul;PR;41;São José das Palmeiras;3627;1 - Até 5000
4125506;4 - Sul;PR;41;São José dos Pinhais;329058;6 - 100001 até 500000
4125555;4 - Sul;PR;41;São Manoel do Paraná;2163;1 - Até 5000
4125605;4 - Sul;PR;41;São Mateus do Sul;46705;4 - 20001 até 50000
4125704;4 - Sul;PR;41;São Miguel do Iguaçu;27576;4 - 20001 até 50000
4125753;4 - Sul;PR;41;São Pedro do Iguaçu;5820;2 - 5001 até 10000
4125803;4 - Sul;PR;41;São Pedro do Ivaí;11046;3 - 10001 até 20000
4125902;4 - Sul;PR;41;São Pedro do Paraná;2289;1 - Até 5000
4126009;4 - Sul;PR;41;São Sebastião da Amoreira;8859;2 - 5001 até 10000
4126108;4 - Sul;PR;41;São Tomé;5750;2 - 5001 até 10000
4126207;4 - Sul;PR;41;Sapopema;6722;2 - 5001 até 10000
4126256;4 - Sul;PR;41;Sarandi;97803;5 - 50001 até 100000
4126272;4 - Sul;PR;41;Saudade do Iguaçu;5539;2 - 5001 até 10000
4126306;4 - Sul;PR;41;Sengés;19385;3 - 10001 até 20000
4126355;4 - Sul;PR;41;Serranópolis do Iguaçu;4477;1 - Até 5000
4126405;4 - Sul;PR;41;Sertaneja;5216;2 - 5001 até 10000
4126504;4 - Sul;PR;41;Sertanópolis;16413;3 - 10001 até 20000
4126603;4 - Sul;PR;41;Siqueira Campos;21249;4 - 20001 até 50000
4126652;4 - Sul;PR;41;Sulina;2930;1 - Até 5000
4126678;4 - Sul;PR;41;Tamarana;15040;3 - 10001 até 20000
4126702;4 - Sul;PR;41;Tamboara;5158;2 - 5001 até 10000
4126801;4 - Sul;PR;41;Tapejara;16345;3 - 10001 até 20000
4126900;4 - Sul;PR;41;Tapira;5495;2 - 5001 até 10000
4127007;4 - Sul;PR;41;Teixeira Soares;12567;3 - 10001 até 20000
4127106;4 - Sul;PR;41;Telêmaco Borba;79792;5 - 50001 até 100000
4127205;4 - Sul;PR;41;Terra Boa;17200;3 - 10001 até 20000
4127304;4 - Sul;PR;41;Terra Rica;16924;3 - 10001 até 20000
4127403;4 - Sul;PR;41;Terra Roxa;17522;3 - 10001 até 20000
4127502;4 - Sul;PR;41;Tibagi;20607;4 - 20001 até 50000
4127601;4 - Sul;PR;41;Tijucas do Sul;17084;3 - 10001 até 20000
4127700;4 - Sul;PR;41;Toledo;142645;6 - 100001 até 500000
4127809;4 - Sul;PR;41;Tomazina;7807;2 - 5001 até 10000
4127858;4 - Sul;PR;41;Três Barras do Paraná;12038;3 - 10001 até 20000
4127882;4 - Sul;PR;41;Tunas do Paraná;9022;2 - 5001 até 10000
4127908;4 - Sul;PR;41;Tuneiras do Oeste;8533;2 - 5001 até 10000
4127957;4 - Sul;PR;41;Tupãssi;8109;2 - 5001 até 10000
4127965;4 - Sul;PR;41;Turvo;13095;3 - 10001 até 20000
4128005;4 - Sul;PR;41;Ubiratã;20909;4 - 20001 até 50000
4128104;4 - Sul;PR;41;Umuarama;112500;6 - 100001 até 500000
4128203;4 - Sul;PR;41;União da Vitória;57913;5 - 50001 até 100000
4128302;4 - Sul;PR;41;Uniflor;2614;1 - Até 5000
4128401;4 - Sul;PR;41;Uraí;11273;3 - 10001 até 20000
4128500;4 - Sul;PR;41;Wenceslau Braz;19386;3 - 10001 até 20000
4128534;4 - Sul;PR;41;Ventania;12088;3 - 10001 até 20000
4128559;4 - Sul;PR;41;Vera Cruz do Oeste;8454;2 - 5001 até 10000
4128609;4 - Sul;PR;41;Verê;7174;2 - 5001 até 10000
4128625;4 - Sul;PR;41;Alto Paraíso;2685;1 - Até 5000
4128633;4 - Sul;PR;41;Doutor Ulysses;5552;2 - 5001 até 10000
4128658;4 - Sul;PR;41;Virmond;4022;1 - Até 5000
4128708;4 - Sul;PR;41;Vitorino;6859;2 - 5001 até 10000
4128807;4 - Sul;PR;41;Xambrê;5630;2 - 5001 até 10000
4200051;4 - Sul;SC;42;Abdon Batista;2548;1 - Até 5000
4200101;4 - Sul;SC;42;Abelardo Luz;17960;3 - 10001 até 20000
4200200;4 - Sul;SC;42;Agrolândia;11013;3 - 10001 até 20000
4200309;4 - Sul;SC;42;Agronômica;5509;2 - 5001 até 10000
4200408;4 - Sul;SC;42;Água Doce;7152;2 - 5001 até 10000
4200507;4 - Sul;SC;42;Águas de Chapecó;6515;2 - 5001 até 10000
4200556;4 - Sul;SC;42;Águas Frias;2354;1 - Até 5000
4200606;4 - Sul;SC;42;Águas Mornas;6559;2 - 5001 até 10000
4200705;4 - Sul;SC;42;Alfredo Wagner;10086;3 - 10001 até 20000
4200754;4 - Sul;SC;42;Alto Bela Vista;1926;1 - Até 5000
4200804;4 - Sul;SC;42;Anchieta;5557;2 - 5001 até 10000
4200903;4 - Sul;SC;42;Angelina;4743;1 - Até 5000
4201000;4 - Sul;SC;42;Anita Garibaldi;6957;2 - 5001 até 10000
4201109;4 - Sul;SC;42;Anitápolis;3228;1 - Até 5000
4201208;4 - Sul;SC;42;Antônio Carlos;8613;2 - 5001 até 10000
4201257;4 - Sul;SC;42;Apiúna;10848;3 - 10001 até 20000
4201273;4 - Sul;SC;42;Arabutã;4267;1 - Até 5000
4201307;4 - Sul;SC;42;Araquari;39524;4 - 20001 até 50000
4201406;4 - Sul;SC;42;Araranguá;68867;5 - 50001 até 100000
4201505;4 - Sul;SC;42;Armazém;8759;2 - 5001 até 10000
4201604;4 - Sul;SC;42;Arroio Trinta;3549;1 - Até 5000
4201653;4 - Sul;SC;42;Arvoredo;2234;1 - Até 5000
4201703;4 - Sul;SC;42;Ascurra;7978;2 - 5001 até 10000
4201802;4 - Sul;SC;42;Atalanta;3195;1 - Até 5000
4201901;4 - Sul;SC;42;Aurora;5683;2 - 5001 até 10000
4201950;4 - Sul;SC;42;Balneário Arroio do Silva;13430;3 - 10001 até 20000
4202008;4 - Sul;SC;42;Balneário Camboriú;145796;6 - 100001 até 500000
4202057;4 - Sul;SC;42;Balneário Barra do Sul;11035;3 - 10001 até 20000
4202073;4 - Sul;SC;42;Balneário Gaivota;11260;3 - 10001 até 20000
4202081;4 - Sul;SC;42;Bandeirante;2648;1 - Até 5000
4202099;4 - Sul;SC;42;Barra Bonita;1651;1 - Até 5000
4202107;4 - Sul;SC;42;Barra Velha;29860;4 - 20001 até 50000
4202131;4 - Sul;SC;42;Bela Vista do Toldo;6362;2 - 5001 até 10000
4202156;4 - Sul;SC;42;Belmonte;2709;1 - Até 5000
4202206;4 - Sul;SC;42;Benedito Novo;11775;3 - 10001 até 20000
4202305;4 - Sul;SC;42;Biguaçu;69486;5 - 50001 até 100000
4202404;4 - Sul;SC;42;Blumenau;361855;6 - 100001 até 500000
4202438;4 - Sul;SC;42;Bocaina do Sul;3488;1 - Até 5000
4202453;4 - Sul;SC;42;Bombinhas;20335;4 - 20001 até 50000
4202503;4 - Sul;SC;42;Bom Jardim da Serra;4772;1 - Até 5000
4202537;4 - Sul;SC;42;Bom Jesus;3057;1 - Até 5000
4202578;4 - Sul;SC;42;Bom Jesus do Oeste;2139;1 - Até 5000
4202602;4 - Sul;SC;42;Bom Retiro;10060;3 - 10001 até 20000
4202701;4 - Sul;SC;42;Botuverá;5322;2 - 5001 até 10000
4202800;4 - Sul;SC;42;Braço do Norte;33876;4 - 20001 até 50000
4202859;4 - Sul;SC;42;Braço do Trombudo;3769;1 - Até 5000
4202875;4 - Sul;SC;42;Brunópolis;2368;1 - Até 5000
4202909;4 - Sul;SC;42;Brusque;137689;6 - 100001 até 500000
4203006;4 - Sul;SC;42;Caçador;79313;5 - 50001 até 100000
4203105;4 - Sul;SC;42;Caibi;6130;2 - 5001 até 10000
4203154;4 - Sul;SC;42;Calmon;3335;1 - Até 5000
4203204;4 - Sul;SC;42;Camboriú;85105;5 - 50001 até 100000
4203253;4 - Sul;SC;42;Capão Alto;2496;1 - Até 5000
4203303;4 - Sul;SC;42;Campo Alegre;11981;3 - 10001 até 20000
4203402;4 - Sul;SC;42;Campo Belo do Sul;6952;2 - 5001 até 10000
4203501;4 - Sul;SC;42;Campo Erê;8418;2 - 5001 até 10000
4203600;4 - Sul;SC;42;Campos Novos;36556;4 - 20001 até 50000
4203709;4 - Sul;SC;42;Canelinha;12398;3 - 10001 até 20000
4203808;4 - Sul;SC;42;Canoinhas;54480;5 - 50001 até 100000
4203907;4 - Sul;SC;42;Capinzal;23035;4 - 20001 até 50000
4203956;4 - Sul;SC;42;Capivari de Baixo;25177;4 - 20001 até 50000
4204004;4 - Sul;SC;42;Catanduvas;10984;3 - 10001 até 20000
4204103;4 - Sul;SC;42;Caxambu do Sul;3551;1 - Até 5000
4204152;4 - Sul;SC;42;Celso Ramos;2719;1 - Até 5000
4204178;4 - Sul;SC;42;Cerro Negro;3068;1 - Até 5000
4204194;4 - Sul;SC;42;Chapadão do Lageado;3006;1 - Até 5000
4204202;4 - Sul;SC;42;Chapecó;224013;6 - 100001 até 500000
4204251;4 - Sul;SC;42;Cocal do Sul;16821;3 - 10001 até 20000
4204301;4 - Sul;SC;42;Concórdia;75167;5 - 50001 até 100000
4204350;4 - Sul;SC;42;Cordilheira Alta;4520;1 - Até 5000
4204400;4 - Sul;SC;42;Coronel Freitas;9940;2 - 5001 até 10000
4204459;4 - Sul;SC;42;Coronel Martins;2555;1 - Até 5000
4204509;4 - Sul;SC;42;Corupá;16107;3 - 10001 até 20000
4204558;4 - Sul;SC;42;Correia Pinto;12553;3 - 10001 até 20000
4204608;4 - Sul;SC;42;Criciúma;217311;6 - 100001 até 500000
4204707;4 - Sul;SC;42;Cunha Porã;11118;3 - 10001 até 20000
4204756;4 - Sul;SC;42;Cunhataí;1967;1 - Até 5000
4204806;4 - Sul;SC;42;Curitibanos;39893;4 - 20001 até 50000
4204905;4 - Sul;SC;42;Descanso;8192;2 - 5001 até 10000
4205001;4 - Sul;SC;42;Dionísio Cerqueira;15545;3 - 10001 até 20000
4205100;4 - Sul;SC;42;Dona Emma;4186;1 - Até 5000
4205159;4 - Sul;SC;42;Doutor Pedrinho;4115;1 - Até 5000
4205175;4 - Sul;SC;42;Entre Rios;3218;1 - Até 5000
4205191;4 - Sul;SC;42;Ermo;2061;1 - Até 5000
4205209;4 - Sul;SC;42;Erval Velho;4418;1 - Até 5000
4205308;4 - Sul;SC;42;Faxinal dos Guedes;10649;3 - 10001 até 20000
4205357;4 - Sul;SC;42;Flor do Sertão;1579;1 - Até 5000
4205407;4 - Sul;SC;42;Florianópolis;508826;7 - Maior que 500000
4205431;4 - Sul;SC;42;Formosa do Sul;2495;1 - Até 5000
4205456;4 - Sul;SC;42;Forquilhinha;27211;4 - 20001 até 50000
4205506;4 - Sul;SC;42;Fraiburgo;36584;4 - 20001 até 50000
4205555;4 - Sul;SC;42;Frei Rogério;1970;1 - Até 5000
4205605;4 - Sul;SC;42;Galvão;2791;1 - Até 5000
4205704;4 - Sul;SC;42;Garopaba;23579;4 - 20001 até 50000
4205803;4 - Sul;SC;42;Garuva;18484;3 - 10001 até 20000
4205902;4 - Sul;SC;42;Gaspar;70793;5 - 50001 até 100000
4206009;4 - Sul;SC;42;Governador Celso Ramos;14606;3 - 10001 até 20000
4206108;4 - Sul;SC;42;Grão Pará;6595;2 - 5001 até 10000
4206207;4 - Sul;SC;42;Gravatal;11577;3 - 10001 até 20000
4206306;4 - Sul;SC;42;Guabiruba;24382;4 - 20001 até 50000
4206405;4 - Sul;SC;42;Guaraciaba;10026;3 - 10001 até 20000
4206504;4 - Sul;SC;42;Guaramirim;45797;4 - 20001 até 50000
4206603;4 - Sul;SC;42;Guarujá do Sul;5178;2 - 5001 até 10000
4206652;4 - Sul;SC;42;Guatambú;4698;1 - Até 5000
4206702;4 - Sul;SC;42;Herval dOeste;22714;4 - 20001 até 50000
4206751;4 - Sul;SC;42;Ibiam;1954;1 - Até 5000
4206801;4 - Sul;SC;42;Ibicaré;3178;1 - Até 5000
4206900;4 - Sul;SC;42;Ibirama;19096;3 - 10001 até 20000
4207007;4 - Sul;SC;42;Içara;57247;5 - 50001 até 100000
4207106;4 - Sul;SC;42;Ilhota;14359;3 - 10001 até 20000
4207205;4 - Sul;SC;42;Imaruí;9948;2 - 5001 até 10000
4207304;4 - Sul;SC;42;Imbituba;45286;4 - 20001 até 50000
4207403;4 - Sul;SC;42;Imbuia;6241;2 - 5001 até 10000
4207502;4 - Sul;SC;42;Indaial;70900;5 - 50001 até 100000
4207577;4 - Sul;SC;42;Iomerê;2962;1 - Até 5000
4207601;4 - Sul;SC;42;Ipira;4406;1 - Até 5000
4207650;4 - Sul;SC;42;Iporã do Oeste;9045;2 - 5001 até 10000
4207684;4 - Sul;SC;42;Ipuaçu;7579;2 - 5001 até 10000
4207700;4 - Sul;SC;42;Ipumirim;7620;2 - 5001 até 10000
4207759;4 - Sul;SC;42;Iraceminha;3938;1 - Até 5000
4207809;4 - Sul;SC;42;Irani;10498;3 - 10001 até 20000
4207858;4 - Sul;SC;42;Irati;1909;1 - Até 5000
4207908;4 - Sul;SC;42;Irineópolis;11289;3 - 10001 até 20000
4208005;4 - Sul;SC;42;Itá;6129;2 - 5001 até 10000
4208104;4 - Sul;SC;42;Itaiópolis;21780;4 - 20001 até 50000
4208203;4 - Sul;SC;42;Itajaí;223112;6 - 100001 até 500000
4208302;4 - Sul;SC;42;Itapema;67338;5 - 50001 até 100000
4208401;4 - Sul;SC;42;Itapiranga;17007;3 - 10001 até 20000
4208450;4 - Sul;SC;42;Itapoá;21177;4 - 20001 até 50000
4208500;4 - Sul;SC;42;Ituporanga;25355;4 - 20001 até 50000
4208609;4 - Sul;SC;42;Jaborá;3918;1 - Até 5000
4208708;4 - Sul;SC;42;Jacinto Machado;10376;3 - 10001 até 20000
4208807;4 - Sul;SC;42;Jaguaruna;20288;4 - 20001 até 50000
4208906;4 - Sul;SC;42;Jaraguá do Sul;181173;6 - 100001 até 500000
4208955;4 - Sul;SC;42;Jardinópolis;1546;1 - Até 5000
4209003;4 - Sul;SC;42;Joaçaba;30404;4 - 20001 até 50000
4209102;4 - Sul;SC;42;Joinville;597658;7 - Maior que 500000
4209151;4 - Sul;SC;42;José Boiteux;5007;2 - 5001 até 10000
4209177;4 - Sul;SC;42;Jupiá;2092;1 - Até 5000
4209201;4 - Sul;SC;42;Lacerdópolis;2247;1 - Até 5000
4209300;4 - Sul;SC;42;Lages;157349;6 - 100001 até 500000
4209409;4 - Sul;SC;42;Laguna;46122;4 - 20001 até 50000
4209458;4 - Sul;SC;42;Lajeado Grande;1418;1 - Até 5000
4209508;4 - Sul;SC;42;Laurentino;7063;2 - 5001 até 10000
4209607;4 - Sul;SC;42;Lauro Müller;15313;3 - 10001 até 20000
4209706;4 - Sul;SC;42;Lebon Régis;12115;3 - 10001 até 20000
4209805;4 - Sul;SC;42;Leoberto Leal;3000;1 - Até 5000
4209854;4 - Sul;SC;42;Lindóia do Sul;4546;1 - Até 5000
4209904;4 - Sul;SC;42;Lontras;12315;3 - 10001 até 20000
4210001;4 - Sul;SC;42;Luiz Alves;13107;3 - 10001 até 20000
4210035;4 - Sul;SC;42;Luzerna;5684;2 - 5001 até 10000
4210050;4 - Sul;SC;42;Macieira;1766;1 - Até 5000
4210100;4 - Sul;SC;42;Mafra;56561;5 - 50001 até 100000
4210209;4 - Sul;SC;42;Major Gercino;3454;1 - Até 5000
4210308;4 - Sul;SC;42;Major Vieira;8156;2 - 5001 até 10000
4210407;4 - Sul;SC;42;Maracajá;7378;2 - 5001 até 10000
4210506;4 - Sul;SC;42;Maravilha;26116;4 - 20001 até 50000
4210555;4 - Sul;SC;42;Marema;1750;1 - Até 5000
4210605;4 - Sul;SC;42;Massaranduba;17125;3 - 10001 até 20000
4210704;4 - Sul;SC;42;Matos Costa;2480;1 - Até 5000
4210803;4 - Sul;SC;42;Meleiro;7001;2 - 5001 até 10000
4210852;4 - Sul;SC;42;Mirim Doce;2283;1 - Até 5000
4210902;4 - Sul;SC;42;Modelo;4218;1 - Até 5000
4211009;4 - Sul;SC;42;Mondaí;11889;3 - 10001 até 20000
4211058;4 - Sul;SC;42;Monte Carlo;9906;2 - 5001 até 10000
4211108;4 - Sul;SC;42;Monte Castelo;8269;2 - 5001 até 10000
4211207;4 - Sul;SC;42;Morro da Fumaça;17947;3 - 10001 até 20000
4211256;4 - Sul;SC;42;Morro Grande;2888;1 - Até 5000
4211306;4 - Sul;SC;42;Navegantes;83626;5 - 50001 até 100000
4211405;4 - Sul;SC;42;Nova Erechim;5092;2 - 5001 até 10000
4211454;4 - Sul;SC;42;Nova Itaberaba;4329;1 - Até 5000
4211504;4 - Sul;SC;42;Nova Trento;14782;3 - 10001 até 20000
4211603;4 - Sul;SC;42;Nova Veneza;15342;3 - 10001 até 20000
4211652;4 - Sul;SC;42;Novo Horizonte;2404;1 - Até 5000
4211702;4 - Sul;SC;42;Orleans;23038;4 - 20001 até 50000
4211751;4 - Sul;SC;42;Otacílio Costa;18975;3 - 10001 até 20000
4211801;4 - Sul;SC;42;Ouro;7272;2 - 5001 até 10000
4211850;4 - Sul;SC;42;Ouro Verde;2207;1 - Até 5000
4211876;4 - Sul;SC;42;Paial;1474;1 - Até 5000
4211892;4 - Sul;SC;42;Painel;2356;1 - Até 5000
4211900;4 - Sul;SC;42;Palhoça;175272;6 - 100001 até 500000
4212007;4 - Sul;SC;42;Palma Sola;7372;2 - 5001 até 10000
4212056;4 - Sul;SC;42;Palmeira;2650;1 - Até 5000
4212106;4 - Sul;SC;42;Palmitos;16157;3 - 10001 até 20000
4212205;4 - Sul;SC;42;Papanduva;19422;3 - 10001 até 20000
4212239;4 - Sul;SC;42;Paraíso;3360;1 - Até 5000
4212254;4 - Sul;SC;42;Passo de Torres;9048;2 - 5001 até 10000
4212270;4 - Sul;SC;42;Passos Maia;4109;1 - Até 5000
4212304;4 - Sul;SC;42;Paulo Lopes;7569;2 - 5001 até 10000
4212403;4 - Sul;SC;42;Pedras Grandes;3953;1 - Até 5000
4212502;4 - Sul;SC;42;Penha;33284;4 - 20001 até 50000
4212601;4 - Sul;SC;42;Peritiba;2760;1 - Até 5000
4212650;4 - Sul;SC;42;Pescaria Brava;10159;3 - 10001 até 20000
4212700;4 - Sul;SC;42;Petrolândia;5905;2 - 5001 até 10000
4212809;4 - Sul;SC;42;Balneário Piçarras;23772;4 - 20001 até 50000
4212908;4 - Sul;SC;42;Pinhalzinho;20712;4 - 20001 até 50000
4213005;4 - Sul;SC;42;Pinheiro Preto;3596;1 - Até 5000
4213104;4 - Sul;SC;42;Piratuba;3745;1 - Até 5000
4213153;4 - Sul;SC;42;Planalto Alegre;2888;1 - Até 5000
4213203;4 - Sul;SC;42;Pomerode;34010;4 - 20001 até 50000
4213302;4 - Sul;SC;42;Ponte Alta;4650;1 - Até 5000
4213351;4 - Sul;SC;42;Ponte Alta do Norte;3420;1 - Até 5000
4213401;4 - Sul;SC;42;Ponte Serrada;11634;3 - 10001 até 20000
4213500;4 - Sul;SC;42;Porto Belo;21932;4 - 20001 até 50000
4213609;4 - Sul;SC;42;Porto União;35543;4 - 20001 até 50000
4213708;4 - Sul;SC;42;Pouso Redondo;17712;3 - 10001 até 20000
4213807;4 - Sul;SC;42;Praia Grande;7312;2 - 5001 até 10000
4213906;4 - Sul;SC;42;Presidente Castello Branco;1547;1 - Até 5000
4214003;4 - Sul;SC;42;Presidente Getúlio;17726;3 - 10001 até 20000
4214102;4 - Sul;SC;42;Presidente Nereu;2283;1 - Até 5000
4214151;4 - Sul;SC;42;Princesa;2937;1 - Até 5000
4214201;4 - Sul;SC;42;Quilombo;9829;2 - 5001 até 10000
4214300;4 - Sul;SC;42;Rancho Queimado;2887;1 - Até 5000
4214409;4 - Sul;SC;42;Rio das Antas;6202;2 - 5001 até 10000
4214508;4 - Sul;SC;42;Rio do Campo;5902;2 - 5001 até 10000
4214607;4 - Sul;SC;42;Rio do Oeste;7520;2 - 5001 até 10000
4214706;4 - Sul;SC;42;Rio dos Cedros;11808;3 - 10001 até 20000
4214805;4 - Sul;SC;42;Rio do Sul;72006;5 - 50001 até 100000
4214904;4 - Sul;SC;42;Rio Fortuna;4620;1 - Até 5000
4215000;4 - Sul;SC;42;Rio Negrinho;42495;4 - 20001 até 50000
4215059;4 - Sul;SC;42;Rio Rufino;2483;1 - Até 5000
4215075;4 - Sul;SC;42;Riqueza;4561;1 - Até 5000
4215109;4 - Sul;SC;42;Rodeio;11600;3 - 10001 até 20000
4215208;4 - Sul;SC;42;Romelândia;4684;1 - Até 5000
4215307;4 - Sul;SC;42;Salete;7659;2 - 5001 até 10000
4215356;4 - Sul;SC;42;Saltinho;3754;1 - Até 5000
4215406;4 - Sul;SC;42;Salto Veloso;4756;1 - Até 5000
4215455;4 - Sul;SC;42;Sangão;12905;3 - 10001 até 20000
4215505;4 - Sul;SC;42;Santa Cecília;16918;3 - 10001 até 20000
4215554;4 - Sul;SC;42;Santa Helena;2200;1 - Até 5000
4215604;4 - Sul;SC;42;Santa Rosa de Lima;2147;1 - Até 5000
4215653;4 - Sul;SC;42;Santa Rosa do Sul;8378;2 - 5001 até 10000
4215679;4 - Sul;SC;42;Santa Terezinha;8773;2 - 5001 até 10000
4215687;4 - Sul;SC;42;Santa Terezinha do Progresso;2372;1 - Até 5000
4215695;4 - Sul;SC;42;Santiago do Sul;1235;1 - Até 5000
4215703;4 - Sul;SC;42;Santo Amaro da Imperatriz;23579;4 - 20001 até 50000
4215752;4 - Sul;SC;42;São Bernardino;2287;1 - Até 5000
4215802;4 - Sul;SC;42;São Bento do Sul;85421;5 - 50001 até 100000
4215901;4 - Sul;SC;42;São Bonifácio;2814;1 - Até 5000
4216008;4 - Sul;SC;42;São Carlos;11369;3 - 10001 até 20000
4216057;4 - Sul;SC;42;São Cristóvão do Sul;5598;2 - 5001 até 10000
4216107;4 - Sul;SC;42;São Domingos;9434;2 - 5001 até 10000
4216206;4 - Sul;SC;42;São Francisco do Sul;53746;5 - 50001 até 100000
4216255;4 - Sul;SC;42;São João do Oeste;6402;2 - 5001 até 10000
4216305;4 - Sul;SC;42;São João Batista;38583;4 - 20001 até 50000
4216354;4 - Sul;SC;42;São João do Itaperiú;3759;1 - Até 5000
4216404;4 - Sul;SC;42;São João do Sul;7315;2 - 5001 até 10000
4216503;4 - Sul;SC;42;São Joaquim;27139;4 - 20001 até 50000
4216602;4 - Sul;SC;42;São José;250181;6 - 100001 até 500000
4216701;4 - Sul;SC;42;São José do Cedro;13820;3 - 10001 até 20000
4216800;4 - Sul;SC;42;São José do Cerrito;8173;2 - 5001 até 10000
4216909;4 - Sul;SC;42;São Lourenço do Oeste;24291;4 - 20001 até 50000
4217006;4 - Sul;SC;42;São Ludgero;13650;3 - 10001 até 20000
4217105;4 - Sul;SC;42;São Martinho;3171;1 - Até 5000
4217154;4 - Sul;SC;42;São Miguel da Boa Vista;1807;1 - Até 5000
4217204;4 - Sul;SC;42;São Miguel do Oeste;40868;4 - 20001 até 50000
4217253;4 - Sul;SC;42;São Pedro de Alcântara;5935;2 - 5001 até 10000
4217303;4 - Sul;SC;42;Saudades;9810;2 - 5001 até 10000
4217402;4 - Sul;SC;42;Schroeder;21991;4 - 20001 até 50000
4217501;4 - Sul;SC;42;Seara;17576;3 - 10001 até 20000
4217550;4 - Sul;SC;42;Serra Alta;3256;1 - Até 5000
4217600;4 - Sul;SC;42;Siderópolis;14092;3 - 10001 até 20000
4217709;4 - Sul;SC;42;Sombrio;30733;4 - 20001 até 50000
4217758;4 - Sul;SC;42;Sul Brasil;2423;1 - Até 5000
4217808;4 - Sul;SC;42;Taió;18486;3 - 10001 até 20000
4217907;4 - Sul;SC;42;Tangará;8662;2 - 5001 até 10000
4217956;4 - Sul;SC;42;Tigrinhos;1619;1 - Até 5000
4218004;4 - Sul;SC;42;Tijucas;39155;4 - 20001 até 50000
4218103;4 - Sul;SC;42;Timbé do Sul;5343;2 - 5001 até 10000
4218202;4 - Sul;SC;42;Timbó;44977;4 - 20001 até 50000
4218251;4 - Sul;SC;42;Timbó Grande;7941;2 - 5001 até 10000
4218301;4 - Sul;SC;42;Três Barras;19366;3 - 10001 até 20000
4218350;4 - Sul;SC;42;Treviso;3966;1 - Até 5000
4218400;4 - Sul;SC;42;Treze de Maio;7093;2 - 5001 até 10000
4218509;4 - Sul;SC;42;Treze Tílias;7991;2 - 5001 até 10000
4218608;4 - Sul;SC;42;Trombudo Central;7434;2 - 5001 até 10000
4218707;4 - Sul;SC;42;Tubarão;106422;6 - 100001 até 500000
4218756;4 - Sul;SC;42;Tunápolis;4525;1 - Até 5000
4218806;4 - Sul;SC;42;Turvo;12990;3 - 10001 até 20000
4218855;4 - Sul;SC;42;União do Oeste;2412;1 - Até 5000
4218905;4 - Sul;SC;42;Urubici;11273;3 - 10001 até 20000
4218954;4 - Sul;SC;42;Urupema;2459;1 - Até 5000
4219002;4 - Sul;SC;42;Urussanga;21344;4 - 20001 até 50000
4219101;4 - Sul;SC;42;Vargeão;3571;1 - Até 5000
4219150;4 - Sul;SC;42;Vargem;2432;1 - Até 5000
4219176;4 - Sul;SC;42;Vargem Bonita;4451;1 - Até 5000
4219200;4 - Sul;SC;42;Vidal Ramos;6329;2 - 5001 até 10000
4219309;4 - Sul;SC;42;Videira;53610;5 - 50001 até 100000
4219358;4 - Sul;SC;42;Vitor Meireles;4943;1 - Até 5000
4219408;4 - Sul;SC;42;Witmarsum;3998;1 - Até 5000
4219507;4 - Sul;SC;42;Xanxerê;51642;5 - 50001 até 100000
4219606;4 - Sul;SC;42;Xavantina;3903;1 - Até 5000
4219705;4 - Sul;SC;42;Xaxim;28983;4 - 20001 até 50000
4219853;4 - Sul;SC;42;Zortéa;3398;1 - Até 5000
4220000;4 - Sul;SC;42;Balneário Rincão;12946;3 - 10001 até 20000
4300034;4 - Sul;RS;43;Aceguá;4942;1 - Até 5000
4300059;4 - Sul;RS;43;Água Santa;3743;1 - Até 5000
4300109;4 - Sul;RS;43;Agudo;16401;3 - 10001 até 20000
4300208;4 - Sul;RS;43;Ajuricaba;6987;2 - 5001 até 10000
